gene,cluster,avg_logFC,pct.1,pct.2,p_val,p_val_adj
Rnd1,Astrocytes,-2.770150192,0.026,0.61,1.7725E-304,8.1125E-300
Shf,Astrocytes,-1.573685443,0.036,0.632,1.7763E-304,8.1296E-300
Atp6v0c-ps1,Astrocytes,-1.406485978,0.348,0.821,3.3255E-304,1.522E-299
Gm7327,Astrocytes,-1.287564782,0.295,0.867,1.7621E-303,8.065E-299
Soat1,Astrocytes,3.642267376,0.703,0.275,2.2357E-303,1.0232E-298
A230073K19Rik,Astrocytes,-1.75000976,0.137,0.748,6.4012E-303,2.9297E-298
Arc,Astrocytes,-5.212256128,0.029,0.578,1.7117E-302,7.8339E-298
Kirrel2,Astrocytes,6.100510973,0.416,0.012,4.8335E-302,2.2122E-297
Isyna1,Astrocytes,-3.651739519,0.023,0.602,7.0009E-302,3.2042E-297
Pfkl,Astrocytes,-1.117790075,0.306,0.867,1.1306E-301,5.1743E-297
Samd10,Astrocytes,-2.393544082,0.027,0.599,1.9437E-301,8.8958E-297
A230070E04Rik,Astrocytes,-4.383774932,0.005,0.564,2.0865E-301,9.5493E-297
Syndig1,Astrocytes,-3.059480591,0.099,0.592,3.159E-301,1.4458E-296
Doc2a,Astrocytes,-4.844925134,0.021,0.554,5.1977E-301,2.3789E-296
Them6,Astrocytes,-1.012650208,0.074,0.684,5.8521E-301,2.6784E-296
Gm10146,Astrocytes,-1.054478472,0.413,0.914,1.1367E-300,5.2023E-296
Zkscan16,Astrocytes,-1.502347388,0.039,0.635,1.7491E-300,8.0052E-296
Tiparp,Astrocytes,3.138315023,0.781,0.352,4.4458E-300,2.0347E-295
Ctso,Astrocytes,2.828561635,0.679,0.218,1.327E-299,6.0736E-295
Pkib,Astrocytes,-3.365219688,0.05,0.606,1.4411E-299,6.5955E-295
Tenm4,Astrocytes,-1.172271435,0.367,0.851,4.3986E-299,2.0131E-294
Fam174b,Astrocytes,-2.46262822,0.022,0.595,3.6098E-298,1.6521E-293
Gm8797,Astrocytes,-1.144836831,0.437,0.91,7.9562E-298,3.6414E-293
Nkrf,Astrocytes,-1.391279006,0.075,0.649,2.3086E-297,1.0566E-292
Tcn2,Astrocytes,1.999740725,0.565,0.056,4.4224E-297,2.024E-292
Gm31690,Astrocytes,4.47148343,0.499,0.038,1.3531E-296,6.1929E-292
Kcnh3,Astrocytes,-3.857680649,0.07,0.623,1.8371E-295,8.4082E-291
C2cd2l,Astrocytes,-1.194292433,0.089,0.697,4.904E-295,2.2445E-290
2810025M15Rik,Astrocytes,-1.189906781,0.084,0.691,1.0334E-294,4.7296E-290
Vstm2l,Astrocytes,-4.875117756,0.025,0.584,5.7902E-294,2.65E-289
Pafah1b3,Astrocytes,-2.722592762,0.026,0.602,6.3824E-294,2.9211E-289
Tmem198,Astrocytes,-1.710849127,0.042,0.633,8.9391E-294,4.0913E-289
1110054M08Rik,Astrocytes,3.75121404,0.47,0.048,1.1388E-293,5.2119E-289
Hrasls,Astrocytes,-3.293657692,0.028,0.583,7.9972E-293,3.6602E-288
Rny3,Astrocytes,2.706264071,0.632,0.119,1.0037E-292,4.5937E-288
Noc2l,Astrocytes,-1.056654417,0.111,0.708,4.024E-292,1.8417E-287
Uck2,Astrocytes,-1.456938804,0.276,0.702,6.0862E-292,2.7855E-287
Nwd2,Astrocytes,-5.954925833,0.076,0.568,7.4054E-292,3.3893E-287
Sept5,Astrocytes,-1.479876538,0.408,0.9,9.9204E-292,4.5404E-287
Sowaha,Astrocytes,-3.117434018,0.013,0.577,3.0511E-291,1.3964E-286
Zfp804a,Astrocytes,-6.315168555,0.06,0.583,4.527E-291,2.0719E-286
Ramp3,Astrocytes,-6.924580499,0.013,0.538,5.0127E-291,2.2942E-286
Ovol1,Astrocytes,1.629770066,0.777,0.287,7.55E-291,3.4555E-286
Igdcc4,Astrocytes,3.686532355,0.701,0.252,1.3036E-290,5.9661E-286
Ghr,Astrocytes,3.201266366,0.759,0.273,1.4587E-290,6.6761E-286
Zfp704,Astrocytes,-1.297388441,0.132,0.716,3.4363E-290,1.5727E-285
Lhx2,Astrocytes,3.249982207,0.724,0.28,4.3231E-290,1.9786E-285
Tmem121,Astrocytes,-1.005930554,0.074,0.673,4.7299E-290,2.1648E-285
Lypd6,Astrocytes,2.492396853,0.662,0.127,1.2659E-289,5.7937E-285
Unc13c,Astrocytes,2.597710603,0.688,0.183,2.5735E-289,1.1779E-284
Gm14269,Astrocytes,-1.420357446,0.287,0.826,2.8139E-289,1.2879E-284
A930011G23Rik,Astrocytes,-2.558520242,0.228,0.676,3.075E-289,1.4074E-284
Nuak1,Astrocytes,-1.564432628,0.046,0.621,2.8501E-288,1.3045E-283
Ell2,Astrocytes,-1.330036157,0.251,0.767,6.6994E-288,3.0662E-283
Id3,Astrocytes,1.197842027,0.644,0.096,8.9233E-288,4.084E-283
Plxnb1,Astrocytes,3.468602714,0.596,0.094,1.8954E-287,8.675E-283
Gm12669,Astrocytes,-1.248816863,0.324,0.877,4.7835E-287,2.1893E-282
Ifitm10,Astrocytes,-4.547180397,0.046,0.562,9.8361E-287,4.5018E-282
Eif4e3,Astrocytes,-2.289778761,0.024,0.589,1.4766E-286,6.7579E-282
Kcnab1,Astrocytes,-2.89002486,0.123,0.628,1.0414E-285,4.7661E-281
Ypel2,Astrocytes,-1.277862058,0.091,0.682,2.0832E-285,9.5342E-281
Hs6st2,Astrocytes,-5.598346775,0.071,0.565,5.8179E-285,2.6627E-280
Islr2,Astrocytes,-3.64537,0.001,0.535,9.7122E-285,4.4451E-280
Kcnd3,Astrocytes,-1.017383534,0.135,0.722,1.3537E-284,6.1955E-280
Tmem64,Astrocytes,-1.113090904,0.097,0.697,2.672E-284,1.2229E-279
Gm2423,Astrocytes,-1.707461505,0.275,0.824,5.5654E-284,2.5472E-279
Cetn4,Astrocytes,-1.127357667,0.045,0.622,6.9312E-284,3.1723E-279
Slc30a3,Astrocytes,-6.471241621,0.056,0.488,9.3682E-284,4.2877E-279
H2-D1,Astrocytes,-2.956205073,0.153,0.736,2.5991E-283,1.1896E-278
Dnajc21,Astrocytes,-1.62483982,0.154,0.749,2.6256E-283,1.2017E-278
Mturn,Astrocytes,-2.24014362,0.026,0.586,3.05E-283,1.3959E-278
Coro2a,Astrocytes,-4.18406143,0.064,0.577,2.1148E-282,9.6791E-278
Fgfrl1,Astrocytes,3.856772813,0.455,0.028,3.167E-282,1.4495E-277
Gm2805,Astrocytes,-1.383038267,0.102,0.666,4.676E-282,2.1401E-277
Snrpn,Astrocytes,-3.194757675,0.103,0.673,5.094E-282,2.3314E-277
LOC105244208,Astrocytes,-1.325636784,0.286,0.821,6.4856E-282,2.9683E-277
Slc8b1,Astrocytes,3.531954441,0.455,0.033,1.4968E-281,6.8505E-277
Ets2,Astrocytes,-1.743162776,0.041,0.617,2.7792E-281,1.272E-276
1110018N20Rik,Astrocytes,-2.106442466,0.073,0.595,3.1794E-281,1.4552E-276
Dpysl3,Astrocytes,-1.634178767,0.077,0.648,9.3994E-281,4.3019E-276
Fcho1,Astrocytes,-2.220010045,0.034,0.601,1.3938E-280,6.3791E-276
Cacna2d3,Astrocytes,-3.698131564,0.252,0.655,2.5391E-280,1.1621E-275
Rasgrp1,Astrocytes,-1.555579126,0.31,0.827,3.0667E-280,1.4036E-275
Far2,Astrocytes,-1.878093167,0.252,0.798,3.4378E-280,1.5734E-275
Emp2,Astrocytes,2.557659086,0.535,0.062,7.0148E-280,3.2105E-275
Rims4,Astrocytes,-3.593776155,0.053,0.588,2.4599E-279,1.1259E-274
Megf11,Astrocytes,-1.584982103,0.176,0.733,3.5385E-279,1.6195E-274
Zyx,Astrocytes,-1.294862729,0.076,0.665,8.9087E-279,4.0773E-274
Slc7a1,Astrocytes,-3.107289929,0.077,0.662,1.7996E-277,8.2362E-273
Frmd3,Astrocytes,-4.100475385,0.12,0.602,2.098E-277,9.6022E-273
Ano4,Astrocytes,-4.492708456,0.113,0.58,1.4206E-276,6.5017E-272
Tacc2,Astrocytes,-1.586451574,0.134,0.654,3.1784E-276,1.4547E-271
B2m,Astrocytes,-2.14502128,0.518,0.956,3.8491E-276,1.7616E-271
Efnb2,Astrocytes,-1.927071687,0.03,0.589,5.1237E-276,2.345E-271
Bok,Astrocytes,-4.118059791,0.025,0.551,6.2349E-276,2.8536E-271
Emx2,Astrocytes,4.684034377,0.451,0.038,7.654E-276,3.5031E-271
Spata2l,Astrocytes,-1.359540137,0.035,0.6,1.0892E-275,4.9851E-271
Phlda3,Astrocytes,-1.678723659,0.102,0.692,1.1696E-275,5.3529E-271
Chrna4,Astrocytes,-5.502453776,0.006,0.524,1.3927E-275,6.3742E-271
Orai2,Astrocytes,-3.932521221,0.031,0.572,1.613E-275,7.3826E-271
LOC105243130,Astrocytes,-2.418907959,0.031,0.571,3.8106E-275,1.744E-270
Sema6b,Astrocytes,-1.560999401,0.031,0.591,1.1708E-274,5.3585E-270
Rasl10a,Astrocytes,-4.875364845,0.03,0.549,2.2364E-274,1.0236E-269
Nfil3,Astrocytes,-3.335498494,0.014,0.547,6.2689E-274,2.8692E-269
1500009L16Rik,Astrocytes,-3.86427678,0.024,0.541,1.0726E-273,4.9089E-269
Mkx,Astrocytes,-5.206925727,0.029,0.543,3.7816E-273,1.7308E-268
Slc2a6,Astrocytes,-1.812930227,0.027,0.581,2.1944E-272,1.0043E-267
Gdpd2,Astrocytes,4.746519554,0.465,0.045,5.2549E-272,2.4051E-267
Dscaml1,Astrocytes,-3.492665944,0.085,0.592,1.536E-271,7.0298E-267
Eif4a-ps4,Astrocytes,-1.187159918,0.506,0.931,4.7457E-271,2.172E-266
Kcnc1,Astrocytes,-1.495251556,0.074,0.646,6.181E-271,2.8289E-266
Itgb5,Astrocytes,2.407789038,0.525,0.072,9.8519E-271,4.509E-266
Pantr2,Astrocytes,3.703479791,0.594,0.126,2.7438E-270,1.2558E-265
Cbfa2t3,Astrocytes,-4.400310971,0.062,0.586,3.3188E-270,1.519E-265
Sorcs3,Astrocytes,-5.036173557,0.131,0.57,3.412E-270,1.5616E-265
Lynx1,Astrocytes,-1.005914502,0.204,0.786,4.3841E-270,2.0065E-265
Cpne6,Astrocytes,-3.540913173,0.072,0.584,1.459E-269,6.6777E-265
Gm10608,Astrocytes,-1.366267441,0.327,0.814,1.5402E-269,7.0493E-265
A330102I10Rik,Astrocytes,-4.070620853,0.021,0.552,2.1238E-269,9.7201E-265
Zdhhc23,Astrocytes,-2.121755415,0.008,0.537,3.4013E-269,1.5567E-264
Aff1,Astrocytes,2.906320802,0.759,0.288,5.0659E-269,2.3186E-264
Gm6565,Astrocytes,-1.111220093,0.483,0.922,3.9213E-268,1.7947E-263
Ndst3,Astrocytes,-6.110573213,0.071,0.542,7.2352E-268,3.3114E-263
Necab3,Astrocytes,-1.747993061,0.173,0.74,9.5902E-268,4.3892E-263
Dleu7,Astrocytes,-3.406950995,0.024,0.545,1.752E-267,8.0185E-263
Neat1,Astrocytes,1.055303689,0.601,0.089,1.8717E-267,8.5663E-263
Hcn2,Astrocytes,-1.570069675,0.111,0.694,3.7144E-267,1.7E-262
Dhrs3,Astrocytes,3.078697187,0.653,0.141,4.4902E-267,2.0551E-262
Klf15,Astrocytes,3.502717946,0.576,0.173,2.0424E-266,9.3477E-262
Serpinh1,Astrocytes,1.182979719,0.524,0.054,3.3228E-266,1.5208E-261
Pdzrn4,Astrocytes,-2.729767721,0.208,0.685,4.0815E-266,1.868E-261
Kif22,Astrocytes,-1.185446463,0.053,0.615,4.6938E-266,2.1483E-261
Ttc9,Astrocytes,-3.985753606,0.019,0.541,5.2189E-266,2.3886E-261
Rab11b-ps2,Astrocytes,-1.198174825,0.368,0.881,1.3617E-265,6.2322E-261
A230051N06Rik,Astrocytes,-3.760548679,0.004,0.511,1.7655E-265,8.0805E-261
C030023E24Rik,Astrocytes,-3.606354067,0.005,0.522,5.2745E-265,2.414E-260
Nr2e1,Astrocytes,3.256409753,0.533,0.081,5.6325E-265,2.5779E-260
Nampt,Astrocytes,-1.06661546,0.139,0.722,8.5803E-265,3.927E-260
Odf3l2,Astrocytes,-2.628009609,0.003,0.513,6.5569E-264,3.001E-259
Pdcd7,Astrocytes,-1.110858654,0.065,0.63,1.9896E-263,9.1059E-259
6430548M08Rik,Astrocytes,-1.078114168,0.129,0.682,2.8408E-263,1.3002E-258
Cachd1,Astrocytes,2.940176414,0.656,0.232,3.2504E-263,1.4876E-258
B630019K06Rik,Astrocytes,-1.121884221,0.065,0.632,3.3427E-263,1.5299E-258
Hapln4,Astrocytes,-2.731903624,0.033,0.565,4.1765E-263,1.9115E-258
Syt3,Astrocytes,-1.041288226,0.081,0.64,1.033E-262,4.7279E-258
Grb14,Astrocytes,-4.249483967,0.037,0.575,1.1608E-262,5.3129E-258
Kndc1,Astrocytes,-4.358298616,0.024,0.546,1.2696E-262,5.8109E-258
Cntnap1,Astrocytes,-2.223059739,0.046,0.593,2.045E-262,9.3594E-258
Zdhhc14,Astrocytes,-1.288178822,0.126,0.688,2.5556E-262,1.1697E-257
Ankrd34a,Astrocytes,-1.276086111,0.053,0.612,2.5916E-262,1.1861E-257
Gpc6,Astrocytes,1.839656384,0.947,0.533,1.0414E-261,4.7665E-257
Rnaset2a,Astrocytes,2.017010846,0.821,0.418,2.4312E-261,1.1127E-256
Kcnk3,Astrocytes,-3.943009355,0.014,0.529,4.0896E-261,1.8717E-256
Fcor,Astrocytes,-1.705970654,0.035,0.578,4.611E-261,2.1103E-256
Gpr12,Astrocytes,-5.057922923,0.01,0.502,2.1052E-260,9.635E-256
Tmsb15b1,Astrocytes,-2.028847449,0.03,0.57,2.7282E-260,1.2486E-255
Il1rap,Astrocytes,-1.371323069,0.205,0.713,4.3814E-260,2.0053E-255
Bcl6,Astrocytes,2.616260459,0.647,0.135,5.4841E-260,2.51E-255
Gm30439,Astrocytes,-3.309432941,0.076,0.535,7.0639E-260,3.233E-255
Kcnmb4os2,Astrocytes,-3.886704878,0.002,0.505,1.0923E-259,4.9994E-255
Acsl1,Astrocytes,-1.717935456,0.056,0.612,4.595E-259,2.1031E-254
Bcl11b,Astrocytes,-4.407016437,0.038,0.526,7.4441E-259,3.407E-254
Vwa5b2,Astrocytes,-4.01400856,0.026,0.54,1.0219E-258,4.6771E-254
B4galt2,Astrocytes,-1.5167893,0.047,0.599,1.4765E-258,6.7578E-254
Sox2ot,Astrocytes,1.396454601,0.719,0.162,2.1749E-258,9.9539E-254
Tmem169,Astrocytes,-2.379692099,0.028,0.548,2.3562E-258,1.0784E-253
Rgmb,Astrocytes,-1.131085241,0.148,0.715,2.7422E-258,1.2551E-253
Slitrk3,Astrocytes,-3.717791765,0.01,0.525,5.7456E-258,2.6296E-253
Chst15,Astrocytes,-3.785537621,0.027,0.544,8.2999E-258,3.7987E-253
Sema3a,Astrocytes,-5.316418992,0.078,0.547,2.1515E-257,9.847E-253
Igfbp6,Astrocytes,-6.251731888,0.051,0.483,5.9276E-257,2.7129E-252
Slitrk2,Astrocytes,3.015186241,0.767,0.348,1.8463E-256,8.45E-252
Acaa2,Astrocytes,2.615692671,0.536,0.127,2.0229E-256,9.2583E-252
Sstr2,Astrocytes,-4.302235532,0.007,0.508,3.9081E-256,1.7887E-251
Slc30a10,Astrocytes,2.855519667,0.586,0.124,5.8615E-256,2.6827E-251
Lrrc6,Astrocytes,-3.02593193,0.028,0.514,2.3302E-255,1.0665E-250
Gpr150,Astrocytes,-3.500204693,0.003,0.501,2.9703E-255,1.3594E-250
Gm8741,Astrocytes,-1.322271722,0.243,0.787,4.125E-255,1.8879E-250
Gm32710,Astrocytes,-3.317482818,0,0.49,5.2471E-255,2.4015E-250
Nfe2l2,Astrocytes,2.167677616,0.599,0.131,5.5082E-255,2.521E-250
Vav3,Astrocytes,3.758701117,0.642,0.214,6.1769E-255,2.8271E-250
Nupr1,Astrocytes,2.24406352,0.527,0.087,6.7403E-255,3.0849E-250
Agap2,Astrocytes,-2.014372707,0.061,0.606,8.7075E-255,3.9852E-250
Ppargc1b,Astrocytes,-2.65222706,0.062,0.573,2.4341E-254,1.1141E-249
Slc2a13,Astrocytes,-1.423146023,0.223,0.728,3.1568E-254,1.4448E-249
Rpl38-ps2,Astrocytes,-1.020905064,0.417,0.888,6.9192E-254,3.1668E-249
LOC105243542,Astrocytes,-2.665752149,0.014,0.529,1.0258E-253,4.6948E-249
Grasp,Astrocytes,-3.38376436,0.014,0.53,2.0428E-253,9.3493E-249
Gal3st3,Astrocytes,-1.048456841,0.077,0.631,1.3398E-252,6.1319E-248
Gm5620,Astrocytes,-1.296984891,0.174,0.698,1.3578E-252,6.2145E-248
Hrk,Astrocytes,-3.290320878,0.011,0.515,1.359E-252,6.2198E-248
Arhgap33,Astrocytes,-1.928602874,0.023,0.546,7.2743E-252,3.3293E-247
Fbxo41,Astrocytes,-1.840792963,0.028,0.556,1.0226E-251,4.6803E-247
Gm31001,Astrocytes,-1.441946718,0.028,0.553,4.4486E-251,2.0361E-246
Ppp1r14c,Astrocytes,-1.885177663,0.07,0.582,3.8853E-250,1.7782E-245
Lphn2,Astrocytes,-1.319349596,0.371,0.835,3.9055E-250,1.7875E-245
Gm35595,Astrocytes,-1.750319496,0.028,0.545,8.4299E-250,3.8582E-245
C530008M17Rik,Astrocytes,-1.880901436,0.135,0.636,1.7671E-249,8.0879E-245
Flywch2,Astrocytes,-1.3150318,0.057,0.599,2.2699E-249,1.0389E-244
Cntnap4,Astrocytes,-3.71566273,0.091,0.535,8.7751E-249,4.0162E-244
Flrt3,Astrocytes,-2.353889432,0.03,0.542,5.2757E-248,2.4146E-243
Pou3f2,Astrocytes,3.196325247,0.732,0.298,9.3313E-248,4.2707E-243
Cdkl1,Astrocytes,-2.766738728,0.07,0.559,3.2496E-247,1.4873E-242
Tnnt2,Astrocytes,-4.541640544,0.005,0.489,8.0285E-247,3.6745E-242
Gm5124,Astrocytes,-1.46804121,0.02,0.532,1.1589E-246,5.304E-242
Tspan15,Astrocytes,1.344621992,0.551,0.078,1.2427E-246,5.6878E-242
Zfp511,Astrocytes,1.04601917,0.351,0.804,2.3895E-246,1.0936E-241
Spin2c,Astrocytes,-1.983204445,0.016,0.525,2.4452E-246,1.1191E-241
2310075C17Rik,Astrocytes,-3.591264592,0.004,0.492,2.567E-246,1.1749E-241
LOC105242710,Astrocytes,-4.722379672,0.004,0.478,2.1567E-245,9.8708E-241
Jakmip3,Astrocytes,-2.860078857,0.032,0.534,2.2942E-245,1.05E-240
Ackr1,Astrocytes,-3.304164357,0.008,0.501,1.3984E-244,6.4002E-240
Npy1r,Astrocytes,-5.806562731,0.013,0.487,2.6267E-244,1.2022E-239
2010204K13Rik,Astrocytes,-2.266235432,0.028,0.545,2.9214E-244,1.3371E-239
Pld2,Astrocytes,3.787672579,0.541,0.108,2.913E-243,1.3332E-238
Cpne4,Astrocytes,-5.086100948,0.113,0.568,1.1679E-242,5.3452E-238
3632451O06Rik,Astrocytes,-3.964734492,0.077,0.551,1.6448E-242,7.5281E-238
Sema7a,Astrocytes,-1.660571717,0.043,0.569,1.9607E-242,8.9736E-238
Panx2,Astrocytes,-3.212641211,0.027,0.531,2.6951E-242,1.2335E-237
C730002L08Rik,Astrocytes,-3.680862937,0.032,0.509,7.7942E-242,3.5673E-237
Dlk2,Astrocytes,-2.373555988,0.035,0.539,1.0422E-241,4.77E-237
Aff2,Astrocytes,-2.792953666,0.217,0.693,1.5196E-241,6.9549E-237
Meis2,Astrocytes,2.220756862,0.891,0.45,5.9593E-241,2.7274E-236
Ltk,Astrocytes,-4.402893946,0.007,0.482,1.1922E-240,5.4566E-236
LOC105243853,Astrocytes,-2.843761893,0.01,0.501,6.0899E-240,2.7872E-235
Pitpnm3,Astrocytes,-1.133674539,0.054,0.584,8.2893E-239,3.7939E-234
LOC105246327,Astrocytes,-2.45899073,0.022,0.516,2.1604E-238,9.8876E-234
St6galnac6,Astrocytes,-1.031083519,0.126,0.647,1.2997E-237,5.9485E-233
Abcg2,Astrocytes,-6.289997541,0.137,0.649,3.1485E-237,1.441E-232
Efcab10,Astrocytes,-4.018678472,0.03,0.472,5.4104E-237,2.4762E-232
Cxadr,Astrocytes,-2.949092652,0.112,0.557,5.4124E-237,2.4772E-232
Plekha6,Astrocytes,-1.474034451,0.107,0.601,7.2355E-237,3.3115E-232
Rab9b,Astrocytes,-3.751994453,0.008,0.488,1.137E-236,5.204E-232
Rpl3-ps1,Astrocytes,-1.038589597,0.454,0.897,8.6574E-236,3.9623E-231
LOC105246690,Astrocytes,1.165675013,0.606,0.112,2.2236E-235,1.0177E-230
Hpcal1,Astrocytes,-4.263930984,0.031,0.514,2.7421E-235,1.255E-230
LOC105245256,Astrocytes,-1.412271317,0.028,0.533,1.144E-234,5.2358E-230
Lrp4,Astrocytes,3.260100615,0.602,0.148,5.7131E-234,2.6148E-229
Gm30829,Astrocytes,-3.214523208,0.028,0.511,2.8528E-233,1.3057E-228
Gprc5b,Astrocytes,3.017314654,0.52,0.095,3.3321E-233,1.525E-228
A330009N23Rik,Astrocytes,-3.108521748,0.011,0.491,3.3742E-233,1.5443E-228
Cbr3,Astrocytes,3.232604851,0.552,0.136,7.6563E-233,3.5041E-228
Mgat4a,Astrocytes,-2.795714513,0.099,0.571,4.1619E-232,1.9048E-227
Map3k9,Astrocytes,-3.884433768,0.015,0.489,5.4134E-232,2.4776E-227
Sertad1,Astrocytes,-1.034527703,0.092,0.625,8.0366E-232,3.6782E-227
Prrg3,Astrocytes,-4.645495678,0.006,0.468,8.3046E-231,3.8008E-226
Poc1a,Astrocytes,-1.147780639,0.074,0.553,1.2323E-230,5.6402E-226
Klf5,Astrocytes,-3.544024452,0.008,0.472,1.7503E-228,8.011E-224
Rasl11b,Astrocytes,-1.015300176,0.127,0.667,3.3872E-228,1.5502E-223
B3galt2,Astrocytes,-1.395175492,0.245,0.775,5.8895E-228,2.6955E-223
Plekhg5,Astrocytes,-1.240427271,0.175,0.642,1.8059E-227,8.2653E-223
March11,Astrocytes,-4.292894542,0.058,0.48,1.3065E-226,5.9797E-222
Tcf7l1,Astrocytes,3.11129299,0.536,0.123,2.3486E-226,1.0749E-221
Cbln2,Astrocytes,-5.182325172,0.022,0.475,8.0856E-226,3.7006E-221
Gm10080,Astrocytes,-1.148122276,0.192,0.699,8.8903E-226,4.0689E-221
Paqr9,Astrocytes,-4.373872847,0.004,0.454,1.2948E-225,5.9263E-221
Dbndd1,Astrocytes,-1.425418969,0.043,0.547,1.5743E-225,7.205E-221
Fhod3,Astrocytes,-1.046514612,0.199,0.667,2.0935E-225,9.5814E-221
Wwtr1,Astrocytes,1.627690109,0.568,0.102,3.5764E-225,1.6368E-220
1110032F04Rik,Astrocytes,-3.91864687,0.006,0.467,4.0043E-225,1.8327E-220
Eml1,Astrocytes,-1.166447692,0.176,0.669,4.5024E-225,2.0607E-220
Egr4,Astrocytes,-4.798075501,0.009,0.459,1.0141E-224,4.6411E-220
LOC105243055,Astrocytes,2.197019763,0.513,0.091,1.4649E-224,6.7046E-220
Klhl23,Astrocytes,-1.053756679,0.102,0.626,7.8652E-224,3.5998E-219
Neto2,Astrocytes,-1.375918434,0.103,0.612,1.1873E-223,5.4339E-219
BC048546,Astrocytes,-5.665198869,0.012,0.445,1.3576E-223,6.2136E-219
Camk2n2,Astrocytes,-2.630393029,0.067,0.578,1.3856E-223,6.3417E-219
Cyp46a1,Astrocytes,-1.039087964,0.462,0.884,3.988E-223,1.8253E-218
Pdgfb,Astrocytes,-5.137600665,0.039,0.484,4.2108E-223,1.9272E-218
Stmn1-rs1,Astrocytes,-1.080327861,0.016,0.49,5.6616E-223,2.5912E-218
Grm2,Astrocytes,-5.330733993,0.003,0.45,6.8649E-223,3.1419E-218
Galnt14,Astrocytes,-5.94415802,0.049,0.463,2.0261E-222,9.2732E-218
Il33,Astrocytes,1.180656481,0.532,0.107,5.3571E-222,2.4518E-217
Cdh9,Astrocytes,-6.947381073,0.038,0.447,6.9912E-222,3.1998E-217
Rims3,Astrocytes,-3.204120953,0.117,0.546,7.0015E-222,3.2044E-217
Pygm,Astrocytes,3.266092877,0.476,0.071,1.1176E-221,5.1151E-217
Rgs14,Astrocytes,-3.746512775,0.018,0.465,2.2279E-221,1.0197E-216
Tspan9,Astrocytes,2.735038039,0.644,0.221,2.9922E-221,1.3695E-216
Ypel1,Astrocytes,-1.56974374,0.088,0.569,4.2503E-221,1.9453E-216
Efna5,Astrocytes,-1.056767027,0.205,0.694,1.4683E-220,6.7202E-216
LOC105247155,Astrocytes,1.071632813,0.613,0.132,2.033E-220,9.3047E-216
Glt1d1,Astrocytes,-1.331693742,0.055,0.552,3.0151E-220,1.3799E-215
Gm32659,Astrocytes,-1.766945615,0.051,0.553,3.3866E-220,1.55E-215
Gm2694,Astrocytes,-4.828133518,0.006,0.449,4.1681E-220,1.9077E-215
Net1,Astrocytes,-2.892936035,0.02,0.491,1.0531E-219,4.8197E-215
Gm33257,Astrocytes,-1.990048816,0.025,0.5,1.2E-219,5.4923E-215
Tusc1,Astrocytes,-1.17342773,0.024,0.491,1.4688E-218,6.7223E-214
Ankrd37,Astrocytes,-1.393225482,0.041,0.532,1.7769E-218,8.1325E-214
Gm14150,Astrocytes,-1.244120453,0.126,0.624,2.2228E-218,1.0173E-213
Gadd45a,Astrocytes,-1.995811479,0.057,0.561,3.8172E-218,1.747E-213
Gm35248,Astrocytes,-1.064575441,0.089,0.599,1.1274E-217,5.1597E-213
LOC105247240,Astrocytes,-1.523195035,0.046,0.531,3.0141E-217,1.3795E-212
Wdr83,Astrocytes,1.044999779,0.323,0.745,3.2765E-217,1.4996E-212
Vstm5,Astrocytes,-2.744529371,0.032,0.45,1.6974E-216,7.7689E-212
Itga6,Astrocytes,1.715235316,0.597,0.142,1.7956E-216,8.2181E-212
Acadl,Astrocytes,2.001868976,0.671,0.18,2.1077E-216,9.6464E-212
Igsf21,Astrocytes,-1.60696046,0.199,0.708,2.22E-216,1.016E-211
Gm3756,Astrocytes,-1.169158554,0.164,0.655,2.2711E-216,1.0394E-211
Oprl1,Astrocytes,-4.103098027,0.007,0.454,2.4273E-216,1.1109E-211
Slain1,Astrocytes,-1.428534012,0.088,0.603,4.0977E-216,1.8754E-211
Kcna4,Astrocytes,-2.825472713,0.01,0.458,4.734E-216,2.1666E-211
Nptx2,Astrocytes,-3.843158778,0.008,0.46,1.235E-215,5.6524E-211
Cmpk2,Astrocytes,-1.169959245,0.045,0.538,2.2414E-215,1.0259E-210
Cxcl12,Astrocytes,-7.409297152,0.022,0.451,2.8104E-215,1.2863E-210
Nppc,Astrocytes,-5.369357463,0.01,0.456,1.5616E-214,7.1472E-210
Fam78b,Astrocytes,-2.871860013,0.026,0.484,6.5225E-214,2.9852E-209
Sowahb,Astrocytes,-4.81106359,0.006,0.441,7.6964E-214,3.5225E-209
Ptpru,Astrocytes,-2.755319105,0.012,0.463,1.4772E-213,6.7609E-209
Rbm43,Astrocytes,-1.272481121,0.056,0.552,1.6438E-213,7.5235E-209
Ttyh2,Astrocytes,1.106389179,0.566,0.106,2.8394E-213,1.2995E-208
Prr7,Astrocytes,-1.349532176,0.03,0.499,3.0722E-213,1.4061E-208
Gpr27,Astrocytes,-3.194949406,0.002,0.435,3.3101E-213,1.515E-208
6330419J24Rik,Astrocytes,-2.937083239,0.008,0.454,3.6696E-213,1.6795E-208
Bdnf,Astrocytes,-3.563643295,0.047,0.521,5.1551E-213,2.3594E-208
Tmem145,Astrocytes,-1.823396531,0.141,0.553,6.5754E-212,3.0094E-207
Rprd1a,Astrocytes,1.237914679,0.292,0.74,8.9652E-212,4.1032E-207
Gpr62,Astrocytes,-2.333100676,0.018,0.478,1.0998E-211,5.0334E-207
